,ydstogo,yardline_100,play_type,half_seconds_remaining,score_differential,fg_prob,td_prob
39154,5,43.0,2,224.0,-2.0,0.2649245440697751,0.2779829836891187
39158,1,6.0,1,1113.0,4.0,0.5115863587257826,0.4317164701601239
39161,7,33.0,2,592.0,7.0,0.4190070759289836,0.34439040528673565
39162,9,26.0,2,34.0,-11.0,0.4017777699160262,0.16492520589155826
39163,4,63.0,2,1628.0,-3.0,0.2345633793225414,0.33971597825429506
39166,1,6.0,1,1032.0,3.0,0.5106073850912531,0.4318734998712052
39168,6,82.0,2,853.0,-10.0,0.13084697242813395,0.2361424666959325
39171,5,17.0,2,351.0,-10.0,0.4779353595950442,0.3343051194815673
39174,10,44.0,2,23.0,-3.0,0.2488965525268224,0.13168324148696314
39177,8,69.0,2,1751.0,0.0,0.20453228124760192,0.2750925564751511
39182,2,48.0,1,395.0,-3.0,0.2576222487044938,0.3606730715041523
39184,4,17.0,2,1623.0,-8.0,0.5230846847202951,0.37207786046633945
39185,1,56.0,1,1420.0,1.0,0.25007667845251963,0.4532245004651772
39187,7,77.0,2,1057.0,7.0,0.1594538840939875,0.2553930931902194
39188,6,44.0,1,855.0,7.0,0.35875148971434184,0.35978128784897684
39190,8,83.0,2,535.0,7.0,0.110402971031951,0.19079032786675088
39194,2,47.0,2,1126.0,-10.0,0.3168111182536304,0.42784244174829344
39198,5,34.0,2,411.0,-10.0,0.3746193789819906,0.3402303067916939
39204,8,11.0,2,816.0,-16.0,0.5768047836745049,0.3248967822811748
39205,6,44.0,2,501.0,9.0,0.32639858237982555,0.3306122385415947
39212,3,65.0,2,1179.0,-6.0,0.21900762028835333,0.3545398920011797
39213,2,41.0,2,1094.0,-6.0,0.35221262299022643,0.4339043056229737
39224,2,39.0,2,1367.0,-7.0,0.3663140265118002,0.4341882942309308
39226,2,72.0,1,1157.0,4.0,0.1766404857474435,0.35079297368373946
39227,2,61.0,2,1038.0,4.0,0.23383267431125715,0.3930640701194455
39230,3,22.0,2,238.0,-7.0,0.40001049590138615,0.3420296584370245
39236,7,86.0,2,859.0,0.0,0.11425582582023475,0.2114949861162509
39241,6,46.0,2,193.0,-6.0,0.2385374622896804,0.25137346422806583
39242,6,78.0,2,18.0,-4.0,0.07280559472912403,0.07350013191017035
39244,1,57.0,1,1670.0,0.0,0.24463496586569305,0.4471137355698123
39247,2,33.0,2,1059.0,0.0,0.3989492913890921,0.43473090344853454
39249,6,26.0,2,395.0,-3.0,0.43236706122639934,0.3325540497408047
39250,5,5.0,2,121.0,-4.0,0.4203021966133727,0.4215403181490989
39251,6,57.0,2,1703.0,6.0,0.27818190211201305,0.3330400585390915
39253,3,12.0,2,1296.0,9.0,0.5361511426011173,0.381248975000444
39254,1,35.0,2,1095.0,-9.0,0.3620757490237506,0.4786433338260712
39259,7,30.0,1,131.0,8.0,0.3307377201207131,0.2629081293781166
39264,2,60.0,2,1094.0,-3.0,0.2403029977538791,0.3971172853126287
39267,1,20.0,1,619.0,0.0,0.4263463247212219,0.4529790515130191
39268,5,5.0,2,507.0,0.0,0.4671916174723958,0.4635063246814661
39271,16,55.0,1,102.0,-14.0,0.2170985872466431,0.12161026433856588
39275,6,81.0,2,1255.0,8.0,0.140170469185484,0.2462863549584776
39277,8,50.0,2,1099.0,-8.0,0.3305859404556487,0.33759662484202624
39280,7,65.0,2,473.0,5.0,0.1896752905660468,0.25653715709600505
39282,3,63.0,1,167.0,-5.0,0.13144594153322747,0.21227116557146866
39284,10,21.0,2,30.0,-5.0,0.44569162328037015,0.16520874845164207
39285,11,31.0,2,1649.0,0.0,0.4739482647061511,0.32958677352824817
39291,5,75.0,2,788.0,3.0,0.1610501836906996,0.2727852992300478
39298,6,54.0,2,1163.0,9.0,0.298324809205794,0.3461887389103032
39301,2,45.0,2,732.0,9.0,0.3160651892888948,0.4184525616497008
39302,1,28.0,2,602.0,9.0,0.3813550067268267,0.4587400981000002
39306,11,30.0,1,183.0,12.0,0.3608637149942753,0.2575028357970429
39309,7,47.0,2,1488.0,0.0,0.35018357217763585,0.3484784194545842
39312,2,72.0,2,900.0,-4.0,0.17250444380923494,0.34506539432190064
39316,8,59.0,2,1725.0,10.0,0.2688229833413162,0.30999785459358115
39317,1,6.0,1,1385.0,10.0,0.5137881390541066,0.43026889866525175
39318,1,1.0,1,1288.0,10.0,0.20342606023827053,0.7515408960973666
39319,4,30.0,2,1067.0,-17.0,0.4429587600336762,0.3912951263604988
39323,9,59.0,2,407.0,-10.0,0.21660379471385152,0.2521231610593478
39324,1,1.0,1,244.0,-10.0,0.18841672441156354,0.7168411596016835
39326,1,71.0,1,1723.0,0.0,0.17379653095598824,0.3938150373880071
39327,10,69.0,1,1653.0,0.0,0.20669146219387546,0.2644877296602549
39329,19,19.0,2,884.0,23.0,0.6799605044093812,0.25978887887587565
39331,10,51.0,2,254.0,-37.0,0.23200960818122346,0.2337911782682341
39332,3,7.0,2,120.0,-37.0,0.4675205164746789,0.3180690331423604
39337,4,26.0,2,1000.0,-7.0,0.4661379751972351,0.3878085635823621
39338,3,13.0,1,639.0,-7.0,0.514976913339708,0.3788365270511752
39339,1,47.0,2,527.0,0.0,0.2673723724835669,0.4323553361923024
39341,3,56.0,2,346.0,0.0,0.20800982496239925,0.29994432576724056
39345,2,4.0,2,1156.0,-10.0,0.5561222162363145,0.3859888704325921
39348,11,78.0,2,517.0,3.0,0.13113324210674615,0.19469451195419407
39354,2,58.0,2,1325.0,-10.0,0.2533443103382503,0.4032919076603813
39357,4,49.0,2,1652.0,5.0,0.3234243790610675,0.3769952539735827
39359,5,65.0,2,1371.0,12.0,0.2258982808100609,0.3224824833653034
39373,1,69.0,1,1713.0,3.0,0.18334776584263066,0.40292158328771177
39375,6,85.0,1,1461.0,-3.0,0.12185365995367654,0.2264446615642821
39376,1,68.0,2,1306.0,-4.0,0.1885775389889202,0.4127566559801744
39382,1,9.0,1,338.0,7.0,0.4578389908692523,0.4136237710332958
39387,8,56.0,2,81.0,-11.0,0.19373001818701194,0.1298381154968095
39389,12,15.0,2,1642.0,11.0,0.579135263115495,0.3081582123385377
39390,6,29.0,2,1512.0,18.0,0.4669060191218292,0.36452920978879416
39394,9,67.0,2,659.0,18.0,0.201500962194307,0.26354716041780946
39398,1,64.0,1,1622.0,0.0,0.2083077713879473,0.4248065286717588
39399,1,7.0,2,1344.0,0.0,0.5087361199692425,0.43317532025229416
39400,4,40.0,2,1203.0,-7.0,0.3813661875808834,0.3917092599554487
39407,9,68.0,2,1387.0,-2.0,0.21321633073260352,0.2774724824426586
39414,6,61.0,2,292.0,-8.0,0.1764374360731081,0.2338069489820405
39416,10,80.0,2,1624.0,0.0,0.14550920060863484,0.22089427450580984
39417,11,69.0,2,1548.0,0.0,0.2079056935906274,0.2609038796936813
39420,5,60.0,2,947.0,0.0,0.25261452385388056,0.3378014493476932
39421,6,40.0,1,767.0,0.0,0.3813624185420076,0.3604135690148386
39424,6,69.0,2,451.0,0.0,0.16352005672354414,0.2441229895893668
39427,6,77.0,2,1714.0,-7.0,0.1584755314288107,0.25839267643650016
39428,7,64.0,2,1595.0,-7.0,0.2351798982872189,0.3034693821786213
39432,5,68.0,2,411.0,-7.0,0.16109205257076706,0.2474805264739494
39433,8,57.0,2,288.0,-7.0,0.20113776382874474,0.23416245274912945
39434,3,13.0,2,240.0,-7.0,0.4606141112321134,0.3426707374478004
39437,7,75.0,2,568.0,0.0,0.1482999108693287,0.2334865832061229
39441,1,38.0,1,1445.0,0.0,0.3482714253542243,0.4775251129004938
39445,4,13.0,2,725.0,0.0,0.5323659422295179,0.3650803805065926
39452,3,45.0,2,1568.0,-6.0,0.3420452551202488,0.40202323772119897
39453,11,93.0,2,1274.0,-1.0,0.09120172127016407,0.1671503034071434
39456,7,32.0,2,591.0,-5.0,0.4257439132971932,0.34456892973801906
39464,4,64.0,2,950.0,0.0,0.22519324206407065,0.3376061667862535
39466,5,50.0,2,436.0,3.0,0.27105277397918154,0.3150351104583771
39467,7,38.0,2,340.0,3.0,0.3394282100742341,0.3035485800593427
39468,2,2.0,2,131.0,3.0,0.2761474437603327,0.5860742863925231
39470,9,47.0,2,1598.0,-7.0,0.3554662109575249,0.3323688891950295
39473,3,86.0,2,1195.0,-7.0,0.11596516828401846,0.259619295559265
39474,7,77.0,2,1114.0,-7.0,0.15998687049335195,0.25583612066944594
39477,18,23.0,2,660.0,7.0,0.5249891452111118,0.29537352708346826
39479,14,84.0,2,356.0,-17.0,0.08964391408227168,0.13859239849670738
39480,2,56.0,2,297.0,-17.0,0.1916985154415702,0.3045513715915652
39482,1,89.0,2,119.0,-10.0,0.058376816849605835,0.10624655137184788
39489,4,64.0,2,1089.0,-3.0,0.22776963773332154,0.3401357638996074
39490,10,54.0,2,988.0,-3.0,0.30465957345570266,0.3149998721028577
39493,9,63.0,2,1573.0,3.0,0.2444007727475472,0.2928585781566536
39495,7,77.0,2,1281.0,-3.0,0.16060876406238936,0.25562660610954074
39497,4,89.0,2,925.0,-3.0,0.10270195619947996,0.2267750269027691
39498,1,39.0,1,708.0,-3.0,0.32778997631363715,0.4660089546997487
39499,6,40.0,2,540.0,3.0,0.35977627477339924,0.3421918419895481
39500,6,77.0,2,345.0,-6.0,0.111394413340647,0.18876013449763626
39506,6,79.0,2,1579.0,-2.0,0.14910502149470148,0.2517030070447504
39507,1,42.0,1,1452.0,-2.0,0.3263380247658673,0.4759019392706802
39508,4,65.0,2,1127.0,-5.0,0.2222834390345767,0.33675454282979905
39510,8,74.0,2,896.0,2.0,0.17301112730469248,0.257519504386674
39513,3,65.0,2,213.0,-12.0,0.1331774858301432,0.2215343140404621
39515,1,74.0,2,29.0,-5.0,0.08034081037971894,0.11625103311746088
39516,8,61.0,2,1690.0,-5.0,0.2556502502056947,0.3043649833722779
39517,4,41.0,2,1565.0,-5.0,0.3758995817656192,0.3881362215910334
39520,1,72.0,1,932.0,5.0,0.1657332438304553,0.3899787215812535
39522,5,13.0,2,419.0,2.0,0.5148849925538218,0.3379062254798236
39526,5,77.0,2,1718.0,0.0,0.157605638631141,0.2682227244965272
39529,5,37.0,2,1060.0,0.0,0.4060290244553067,0.3792729914694942
39530,2,3.0,1,628.0,-7.0,0.5484391664369137,0.3804265384152075
39531,2,38.0,2,1591.0,0.0,0.37268577341097,0.4322309936473111
39536,5,73.0,2,829.0,11.0,0.17305756820536836,0.283870879338073
39538,10,50.0,2,606.0,-11.0,0.3095191301002996,0.30408433044296185
39539,2,2.0,1,120.0,3.0,0.2748481042066636,0.5834972362840999
39543,6,57.0,2,1510.0,0.0,0.2789676475101379,0.33579935702184965
39546,7,74.0,2,894.0,1.0,0.17216151548904005,0.2644595333955909
39548,6,93.0,1,120.0,5.0,0.03967379602984177,0.08664188942791559
39549,1,67.0,1,1712.0,8.0,0.1930924238433851,0.4114280369651499
39552,5,75.0,2,1388.0,8.0,0.169193238593515,0.2817804579846867
39553,4,36.0,1,1227.0,8.0,0.4071806410794708,0.3928787507200863
39554,1,67.0,2,1092.0,-15.0,0.19202366010345487,0.4163510446768151
39556,3,5.0,2,586.0,-2.0,0.5548329884558653,0.3612102705087276
39565,7,55.0,2,1371.0,0.0,0.295154715931918,0.33348283192270706
39569,1,78.0,1,838.0,3.0,0.13715805610334,0.3550476981622851
39584,9,65.0,1,249.0,23.0,0.14918684749180194,0.1913786052801634
39591,6,70.0,2,465.0,-3.0,0.1603815800063925,0.2430722053680093
39595,1,5.0,2,1576.0,0.0,0.5195954742062993,0.42616033151765204
39597,1,51.0,1,1323.0,-3.0,0.2767090453404851,0.4654549591444792
39598,5,41.0,2,945.0,3.0,0.3771107841297641,0.3759464813579944
39599,1,18.0,1,823.0,3.0,0.44645280614377403,0.4572669740637381
39600,5,76.0,2,598.0,3.0,0.14429492443333544,0.2495438041364077
39602,8,18.0,2,206.0,3.0,0.4507030684198637,0.2877801398582402
39603,8,77.0,2,116.0,-10.0,0.10126010696810672,0.09380262951567167
39606,6,49.0,1,1065.0,7.0,0.33078323723454217,0.3562816026925586
39612,10,70.0,2,1785.0,13.0,0.199758818712944,0.25863671806953226
39613,1,50.0,1,1513.0,-20.0,0.28254325882225106,0.4654823914518464
