,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,run_location,score_differential,fg_prob,td_prob,ep,third_down_converted
32891,0,0,1,76.0,48.0,2,13.0,0.07868239092474558,0.11736388184739265,0.6554906177282239,1.0
32893,0,0,1,26.0,1393.0,2,13.0,0.4128430685305885,0.47089916365122897,3.934031694706317,1.0
32898,0,0,9,60.0,450.0,2,34.0,0.21823791385266614,0.2576710775083506,0.7515280031065266,0.0
32899,0,0,21,81.0,120.0,1,34.0,0.06704133775460466,0.09053493249365673,-0.6388603865108571,0.0
32901,0,0,1,33.0,1436.0,2,0.0,0.3754989036411369,0.476678785465753,3.694177700155928,1.0
32906,0,0,1,24.0,490.0,1,7.0,0.393043979883948,0.4458513184288121,3.82277533744688,1.0
32913,0,0,1,11.0,1222.0,1,10.0,0.4883852152280486,0.4438961858817173,4.233489628618998,1.0
32914,0,0,1,1.0,1096.0,1,10.0,0.2025213357464144,0.7522514122195699,5.683359703015633,0.0
32921,0,0,1,11.0,1261.0,3,0.0,0.4887009072038003,0.4436959646792977,4.231574046451662,1.0
32930,0,0,1,43.0,742.0,2,-33.0,0.30766275473060395,0.4648523220128034,3.2202864474089785,1.0
32932,0,0,10,80.0,469.0,3,26.0,0.11699208345343305,0.1834696911288844,-0.7872857802539208,0.0
32934,0,0,2,33.0,1608.0,3,0.0,0.4023412503324856,0.4317066272137121,3.3566103000647494,1.0
32935,0,0,2,33.0,1206.0,3,3.0,0.4007414755698112,0.4348813672447389,3.4095728143396538,1.0
32940,1,0,7,87.0,414.0,2,-6.0,0.08452996687134236,0.16091052985181326,-1.012375992972999,1.0
32942,0,0,23,92.0,182.0,1,-1.0,0.04908264296736328,0.07677015982848097,-1.173760633424253,0.0
32948,0,0,1,71.0,1130.0,3,-4.0,0.1733889834027697,0.3995020605800725,1.1594145665955606,1.0
32954,0,0,7,64.0,185.0,3,3.0,0.1373164429136819,0.1843601794401732,0.4503329032988133,0.0
32956,0,0,3,39.0,116.0,1,3.0,0.3183678893812516,0.20650041034311026,2.112574588910416,1.0
32961,1,0,5,68.0,1048.0,3,0.0,0.2063176573033456,0.3113288100304711,0.3741461673427908,1.0
32967,1,0,6,59.0,116.0,3,10.0,0.1878369963118624,0.14097314912302467,1.0839246077462137,0.0
32979,1,0,7,90.0,1366.0,1,0.0,0.10200814024537436,0.19802411532952802,-1.954938700054128,0.0
32980,0,0,3,64.0,1151.0,1,0.0,0.2245198927960536,0.35816951761689403,1.0501699655564216,0.0
32981,0,0,10,98.0,1032.0,1,0.0,0.07421659883585609,0.15131621997210312,-2.5912275150030917,0.0
32985,0,0,1,14.0,221.0,2,6.0,0.4072826978859861,0.3988316263826798,3.7161232021330686,0.0
32988,1,0,9,79.0,1246.0,2,9.0,0.15130656794650355,0.23433484070230826,-1.0948791366202013,0.0
32991,0,0,4,4.0,541.0,1,6.0,0.4278959727209583,0.5069688643573794,4.642777539666571,0.0
32992,1,0,4,4.0,404.0,2,6.0,0.41970499600365146,0.4991847831562862,4.569698711296201,0.0
32999,1,0,10,88.0,311.0,1,0.0,0.0714182087008685,0.12730968785447824,-1.0407013399599885,0.0
33000,0,0,1,52.0,194.0,1,0.0,0.17798159678029316,0.3138627534106249,1.9192504614802504,1.0
33007,1,0,11,66.0,351.0,2,-6.0,0.1669213115496635,0.2068284627097307,0.20007365537690247,0.0
33022,0,0,1,18.0,708.0,1,-6.0,0.4420002257312545,0.4541737661260096,4.0952089803548235,0.0
33026,0,0,4,51.0,120.0,2,13.0,0.18009896685699478,0.2260599045644353,1.279183808879392,0.0
33040,0,0,1,59.0,173.0,3,1.0,0.14042037749051536,0.2760902773447429,1.4580114792925123,0.0
33045,1,0,9,9.0,1367.0,2,0.0,0.5893982367205222,0.3643279599988523,4.099246305858807,1.0
33049,1,0,2,59.0,680.0,1,-7.0,0.2303718183577981,0.3792570853882643,1.7409169301503655,0.0
33050,0,0,2,76.0,599.0,1,7.0,0.13836561068751635,0.2969370564424765,0.32027842563363995,1.0
33051,0,1,1,45.0,486.0,3,7.0,0.2732744037480387,0.4289392423629898,2.9086639265540453,1.0
33064,1,1,16,38.0,72.0,3,-14.0,0.33213718455275865,0.14317106289686318,1.6852957891847242,0.0
33070,1,0,10,80.0,590.0,1,-7.0,0.12828960390060465,0.2005029307384376,-0.8981487136860726,1.0
33073,0,0,1,45.0,199.0,2,7.0,0.21580817753032305,0.3414851323958864,2.3352471843298157,1.0
33081,1,0,9,79.0,514.0,1,11.0,0.125610018359892,0.1985858244851667,-0.7062679756486028,0.0
33087,1,1,1,39.0,560.0,1,4.0,0.31580735294291506,0.4508471811124792,3.307260630183555,0.0
33090,0,0,1,59.0,1645.0,2,-17.0,0.23409111895575296,0.4415891486326637,2.080749608554529,0.0
33098,0,0,1,1.0,341.0,1,38.0,0.19227720965659892,0.7295347378238815,5.515587791911581,0.0
33099,1,0,10,80.0,263.0,1,-45.0,0.08995867017158365,0.14189534780908336,-0.5643080165515793,0.0
33100,0,0,7,51.0,120.0,2,45.0,0.18625855165346272,0.20491321406056512,1.091517062734995,0.0
33101,0,0,1,59.0,1561.0,2,0.0,0.2342120324734953,0.4428627167204695,2.102503451142665,1.0
33103,1,0,23,52.0,1191.0,3,0.0,0.3353217944986397,0.27467992850742623,0.9090251294797872,0.0
33106,0,0,1,1.0,697.0,2,0.0,0.1995078519765148,0.7494245486796803,5.664256471293252,1.0
33113,0,0,1,57.0,187.0,2,-4.0,0.15253193431355208,0.290657944296531,1.6073941881670577,1.0
33117,1,0,8,8.0,1555.0,1,0.0,0.5709179742921184,0.3829093616028161,4.171885788452891,0.0
33121,1,0,9,79.0,40.0,1,-17.0,0.07607928770175512,0.07085148683673492,0.2150296551008508,0.0
33140,0,0,1,9.0,396.0,1,3.0,0.4654605225890174,0.4198235720040793,4.063721566717512,0.0
33149,0,0,1,32.0,824.0,3,10.0,0.3719333151332201,0.4729840542584804,3.741123222158005,1.0
33156,0,0,4,43.0,74.0,3,17.0,0.2708326889443481,0.17483483913619213,1.7351327530252614,0.0
33159,1,0,8,67.0,1075.0,1,10.0,0.21715535833446425,0.28861548003198473,0.16567437515777406,1.0
33163,1,0,17,47.0,391.0,3,-6.0,0.3038960159994005,0.2530599672741687,1.3722449049906873,0.0
33165,1,0,1,71.0,1726.0,2,-6.0,0.17378663197746502,0.3937593676194212,0.9922298359035462,1.0
33170,0,0,1,65.0,484.0,2,7.0,0.16923039348940092,0.3618965376484077,1.556573289737719,0.0
33173,1,0,4,4.0,41.0,2,-14.0,0.4732865380178545,0.33055483987104617,3.661411331721416,1.0
33175,1,0,3,85.0,1485.0,1,0.0,0.11992128669301808,0.2622090680863929,-1.0415302180849395,1.0
33178,0,0,1,1.0,904.0,2,0.0,0.20136435273179565,0.7520055009521079,5.6826366622138265,1.0
33180,0,0,1,67.0,690.0,1,7.0,0.17888570371835824,0.3922770513375316,1.5211653449838385,1.0
33181,1,0,12,64.0,584.0,3,7.0,0.21509343902291173,0.2515053277660506,0.3043471740363646,1.0
33187,1,0,2,72.0,537.0,3,-10.0,0.1505065378796766,0.3041531140099293,0.6429887060650472,1.0
33196,0,0,1,17.0,1556.0,1,-3.0,0.4603546985171743,0.4547948281706966,4.124116984770557,1.0
33200,0,0,1,44.0,525.0,3,-8.0,0.2838150636155155,0.4381688053877062,3.0110389456078424,1.0
33201,0,0,5,20.0,365.0,3,-8.0,0.4608363234880253,0.3375143255720671,3.2439767577644996,0.0
33217,1,0,6,22.0,766.0,2,10.0,0.4986081596534161,0.3567619440045949,3.366406986957004,0.0
33221,0,0,6,14.0,76.0,3,10.0,0.5190174148154785,0.19448458721305686,2.773685341383605,0.0
33231,1,0,13,63.0,249.0,3,9.0,0.1620173455629893,0.18478688481532515,0.3106351867843997,1.0
33233,1,0,19,80.0,1587.0,1,12.0,0.14685026456852085,0.1918438518937788,-1.7217605220439034,0.0
33235,1,0,4,49.0,1313.0,3,12.0,0.3235862921426237,0.3807989587128943,2.0981598324569823,1.0
33239,0,0,7,70.0,469.0,1,29.0,0.16203505957237713,0.2367928538487588,0.1169995435936002,0.0
33242,0,0,7,77.0,75.0,3,29.0,0.08996425466882807,0.08610140678879859,0.3326928291869111,0.0
33248,0,0,1,9.0,900.0,2,3.0,0.493836051715349,0.4391450455619375,4.253638570077371,0.0
33249,0,0,1,46.0,778.0,2,-6.0,0.2930633128584958,0.4633448526413215,3.0659492893011766,0.0
33253,1,0,6,53.0,1593.0,1,5.0,0.30549389455711945,0.3448715375600928,1.478880293339606,1.0
33259,0,0,2,55.0,402.0,2,5.0,0.2183606095800197,0.3405797253326997,1.8167820851947096,0.0
33260,0,0,6,24.0,241.0,3,5.0,0.4088327250287803,0.3062024479516269,2.8310295901584017,1.0
33265,1,0,1,45.0,1628.0,2,0.0,0.3100272076819527,0.4712394502986073,3.075691244937158,1.0
33269,0,0,1,59.0,1026.0,2,0.0,0.231346688343906,0.4440795644621382,2.2048325664407447,1.0
33270,0,0,1,47.0,908.0,3,0.0,0.2926741785815452,0.4682232383192995,3.0347108180258435,1.0
33276,0,0,19,79.0,240.0,2,14.0,0.09161190300831924,0.12239702608195124,-0.7062312389170581,0.0
33284,1,0,13,49.0,733.0,2,7.0,0.3336028851907994,0.3022913322857722,1.506342653531702,0.0
33289,0,0,2,40.0,1378.0,3,0.0,0.3603888973661514,0.43368638423127226,3.045058515680904,1.0
33304,0,0,4,6.0,1224.0,1,3.0,0.5796846208557007,0.3517812253069797,3.8588822264563483,0.0
33305,1,0,15,28.0,1089.0,2,-6.0,0.5023051342557787,0.3148998755219316,2.7934596440266444,0.0
33316,0,0,1,45.0,1104.0,3,6.0,0.3076128620777319,0.4745145012529347,3.154939041103741,1.0
33319,1,1,5,87.0,539.0,3,-10.0,0.09456145586398984,0.1941723975510905,-1.0112736971570493,0.0
33320,0,0,1,59.0,317.0,1,10.0,0.17120096122256234,0.3352490274767321,1.7533827074574375,1.0
33322,0,0,2,3.0,74.0,1,10.0,0.5671454288735889,0.2322592009663732,3.240042643194528,0.0
33324,1,0,3,48.0,1547.0,3,0.0,0.3230986625241289,0.39801742185146616,2.2847208772647543,1.0
33325,0,0,1,1.0,1296.0,1,0.0,0.2034605579922729,0.7514991661717897,5.676400805746282,1.0
33327,1,0,7,71.0,797.0,2,7.0,0.18506709966610327,0.2721416216362389,-0.04432003249577909,0.0
33328,0,0,1,70.0,637.0,1,-7.0,0.16135532268138475,0.3711854405190367,1.2550299816383472,0.0
33331,0,0,2,77.0,1353.0,1,11.0,0.15312818735450867,0.3267321717420409,0.039025569187947085,0.0
33334,1,0,6,41.0,249.0,1,-2.0,0.2896041152436913,0.28204087720762944,1.975154084277528,0.0
33335,0,0,1,59.0,1677.0,3,0.0,0.23402953224978665,0.4410756539588205,2.0723067845587217,0.0
33342,1,0,15,85.0,1728.0,1,4.0,0.12175562416414587,0.18096606349922786,-2.0657748020188165,0.0
33343,1,0,3,15.0,1417.0,3,-4.0,0.5208400863359499,0.3866250393177411,3.7924965483225983,1.0
33375,1,0,2,52.0,267.0,1,11.0,0.2064612617797205,0.3085958070787987,1.7919819295193469,1.0
33376,1,0,7,37.0,178.0,3,11.0,0.2973874529492888,0.263068154440158,1.997010587510752,0.0
33378,1,0,1,71.0,1714.0,2,0.0,0.17382593330015705,0.3939814185538442,0.9959369643883133,1.0
33383,1,0,3,18.0,900.0,1,2.0,0.4982469204949988,0.3930886879772428,3.7444586074485104,0.0
33384,0,0,1,71.0,781.0,3,-5.0,0.16526779511384276,0.3845479150186146,1.1969993494080948,0.0
33390,1,0,4,62.0,1692.0,2,5.0,0.24036496403890456,0.3421610914500165,0.9004686308940497,1.0
33391,0,0,1,46.0,1590.0,2,5.0,0.30450922603654623,0.4705663623617773,3.0232172011651515,1.0
33392,1,0,8,40.0,1476.0,3,5.0,0.4023586718663335,0.3483195289807049,2.33449953635824,0.0
33395,1,0,3,15.0,1092.0,2,-5.0,0.5182908256553534,0.3882670410906932,3.8129126897017933,0.0
33396,0,0,1,51.0,900.0,2,2.0,0.2707294146399276,0.4608490733316669,2.781668385268845,0.0
33409,0,0,4,30.0,510.0,1,-10.0,0.4107998677664758,0.368619120508342,3.0883102860338254,1.0
33417,0,0,1,30.0,616.0,1,-9.0,0.37136057381980814,0.4605644872165333,3.7284398949426096,1.0
33434,0,0,2,31.0,373.0,3,-3.0,0.3589483307338948,0.386624209821116,3.153573509246076,1.0
33435,0,0,11,33.0,185.0,3,4.0,0.3387205584467991,0.25316206963092946,2.077489938182251,0.0
33436,0,0,12,77.0,54.0,3,7.0,0.0867422196044977,0.0731608175255773,0.2367158860156137,0.0
33441,0,0,1,75.0,782.0,2,-6.0,0.14767418873253546,0.3655203506569079,0.8437660437383225,1.0
33459,0,0,27,97.0,61.0,1,0.0,0.040467557292735726,0.038404471457335165,-0.31119434903353144,0.0
33460,0,0,1,25.0,1527.0,2,0.0,0.4186948064512878,0.4684775724565893,3.9475016782320895,1.0
33463,0,0,2,27.0,719.0,1,-14.0,0.4226310906204545,0.4237732556324729,3.6030478020085113,1.0
33464,0,0,1,7.0,594.0,3,-14.0,0.4927318317651669,0.4284958195864248,4.2119562415398075,1.0
33466,1,0,5,75.0,393.0,2,11.0,0.12570600486975408,0.21529927928474665,-0.0642071463833569,1.0
33471,0,0,6,86.0,1414.0,3,-1.0,0.11773033159520822,0.2224848512308016,-1.5414166153764672,1.0
33472,0,0,1,1.0,1002.0,2,-1.0,0.2019990056079352,0.7522983681506491,5.684281209548146,0.0
33474,0,0,2,32.0,568.0,1,-2.0,0.38107532942063066,0.4145713857801428,3.330834814828049,1.0
33475,1,0,1,47.0,400.0,1,6.0,0.24894376993912984,0.4039963751194433,2.6654480872142754,1.0
33487,0,0,4,74.0,280.0,1,0.0,0.1108977987785386,0.1977459502820884,0.11739380952719848,0.0
33489,0,0,1,26.0,89.0,3,0.0,0.37872551216636496,0.2604764529368637,2.7883623582742265,0.0
33500,0,0,1,41.0,755.0,1,7.0,0.3194038595103881,0.4677274977631245,3.3293528197576707,1.0
33550,0,0,1,50.0,622.0,3,-21.0,0.260723133143518,0.4404389318010711,2.741636348854657,1.0
33551,0,0,1,75.0,267.0,1,21.0,0.09753997166095547,0.2449530106905374,0.6484436351816145,1.0
33552,0,0,1,53.0,96.0,2,24.0,0.1947404288151986,0.2032820212269892,1.681114478598465,1.0
33554,0,0,1,40.0,1672.0,2,27.0,0.3376437195971157,0.4744512963357746,3.3432531781428394,1.0
33564,0,0,4,74.0,236.0,2,-29.0,0.10328904090689732,0.18440665391002253,0.11701061382894352,0.0
33573,0,0,1,50.0,90.0,2,7.0,0.2101371205053536,0.2094480030076329,1.7925245253932212,1.0
33574,0,0,17,87.0,1733.0,3,10.0,0.11299137405672795,0.16815677896411144,-2.2941834197695172,0.0
33576,1,0,10,73.0,1262.0,2,-10.0,0.1841887905715647,0.25350182054576503,-0.6009436040707543,1.0
33577,1,0,6,44.0,1076.0,2,-10.0,0.3648913430326319,0.3636703098895927,2.2750064779886454,0.0
33578,1,0,2,20.0,857.0,3,-10.0,0.4681550262417885,0.4196389414896857,3.8367628407531313,1.0
33591,0,0,11,15.0,1322.0,3,10.0,0.5749831326878616,0.31510984489958554,3.3681609154677448,0.0
33598,0,0,1,68.0,1762.0,2,0.0,0.18803512640551265,0.4063225136941443,1.2616280868365617,1.0
33602,1,0,4,46.0,994.0,1,-3.0,0.33944271669171433,0.3847933183481673,2.3566416127841743,1.0
33606,0,0,23,57.0,239.0,1,-7.0,0.19837182766918574,0.18032235583894848,0.4660659331857537,0.0
33611,0,1,1,52.0,1512.0,3,-4.0,0.27166033159308994,0.4616206552257733,2.645621672901074,1.0
33616,1,0,8,84.0,840.0,1,-3.0,0.12249721251776945,0.2131518006166146,-1.2845400952622978,0.0
33639,0,0,7,49.0,112.0,1,10.0,0.2547271740717003,0.15796638789409082,1.4775128235643638,0.0
33654,0,0,1,51.0,1434.0,2,-2.0,0.2770126855279552,0.4645126733686686,2.7314177721873483,1.0
33661,0,0,2,6.0,135.0,3,-7.0,0.4631839667135897,0.3412423581209648,3.5408702222072503,1.0
33662,0,0,1,45.0,1642.0,2,0.0,0.3100280545116729,0.47105514321690095,3.0728923658510285,1.0
33665,0,0,1,75.0,1147.0,2,0.0,0.1554121767764598,0.3807428797445085,0.7821965473243359,0.0
33668,0,0,1,9.0,785.0,2,-3.0,0.49089919272385707,0.4379482433708989,4.241460753596314,0.0
33670,1,0,6,17.0,162.0,2,0.0,0.4345191184824833,0.2927100134583616,2.9471883428294143,0.0
33682,0,0,1,38.0,1247.0,3,0.0,0.3473000608915566,0.4788535916818945,3.504416384457773,1.0
33687,0,0,1,54.0,450.0,3,0.0,0.21919097589663145,0.3958107335090229,2.3008322486364947,1.0
33688,1,0,12,90.0,262.0,2,0.0,0.06112850622930788,0.10781242603254708,-1.098376193646755,0.0
33689,1,0,1,68.0,10.0,1,-13.0,0.09509364296229736,0.1254754709389546,0.835839942188101,1.0
33691,0,0,2,21.0,825.0,1,3.0,0.4615634095615637,0.42055493957551576,3.8074278847109504,1.0
33694,1,0,3,57.0,52.0,1,1.0,0.16600610712501532,0.14248006732788931,1.1376805864157051,1.0
33701,0,0,1,41.0,408.0,1,-8.0,0.2840892130249911,0.4200952315361755,3.0153618158922284,0.0
33702,0,0,1,50.0,298.0,1,8.0,0.2127360239934762,0.3626656157890663,2.2872819991932016,1.0
33712,0,0,18,19.0,716.0,3,-24.0,0.5554965748598658,0.2933332964064269,3.078586631832416,0.0
33720,1,0,7,77.0,934.0,1,-4.0,0.15745865237491785,0.2530717155252205,-0.6397474289764171,1.0
33721,1,0,2,58.0,861.0,2,-4.0,0.2461018138352171,0.3969110105234843,1.8550691941198088,0.0
33732,0,0,1,8.0,474.0,3,-12.0,0.4788969615133824,0.4243836709133912,4.13935421181489,1.0
33735,0,0,1,50.0,83.0,2,5.0,0.20711510327522129,0.2064765596367608,1.767213675399307,1.0
33744,0,0,4,55.0,1680.0,1,4.0,0.2843870123743949,0.3634261509423413,1.5287410365132852,1.0
33753,1,0,1,55.0,303.0,2,-13.0,0.1879575172528397,0.3461267342805105,1.9859919010501483,1.0
33756,0,0,2,39.0,53.0,2,13.0,0.2775793761156321,0.19844261489915585,1.9777148100941475,1.0
33763,0,0,1,73.0,1728.0,3,14.0,0.16449842396663833,0.3843972871979257,0.8012845622516316,1.0
33765,0,0,1,41.0,1370.0,1,17.0,0.33156725067454185,0.4772096359153778,3.342493228802392,1.0
33778,0,0,3,31.0,120.0,3,7.0,0.30009903540515603,0.295887809977585,2.444979688489174,1.0
33780,1,0,4,4.0,1199.0,1,-3.0,0.4411003291187775,0.5130265639204316,4.706609000647372,0.0
33781,1,0,1,71.0,1033.0,1,-6.0,0.17224568549737065,0.397952460907845,1.1785897799367095,1.0
33783,1,0,2,2.0,394.0,1,-12.0,0.2968641001477296,0.6253966035753077,5.0888575508479414,1.0
33798,1,0,14,55.0,560.0,1,7.0,0.27377651290088584,0.26878745346557525,0.9581922345078324,1.0
33799,0,0,1,1.0,433.0,2,7.0,0.19496896059968394,0.7378352871106769,5.5779354323577905,0.0
33804,1,0,8,78.0,8.0,3,-17.0,0.07153745207846014,0.06750626433637433,0.2355414281446141,1.0
33807,1,0,3,72.0,1288.0,1,13.0,0.1810954730343648,0.32567258345926003,0.26233882575211664,0.0
33809,0,0,1,62.0,811.0,2,-6.0,0.2097934548730822,0.42438439846310416,1.9587301829819388,1.0
33812,1,0,17,20.0,422.0,3,6.0,0.5137947625733329,0.2815949236280144,2.909036807605258,0.0
33813,0,0,7,26.0,232.0,3,-6.0,0.3960342402245988,0.29509500911470143,2.6740621348819618,1.0
33814,0,0,1,48.0,64.0,2,1.0,0.2110394046208532,0.2040921188543878,1.785300194481903,1.0
33827,1,0,1,31.0,16.0,1,14.0,0.3035544302495713,0.2260183641313453,2.319112959988668,1.0
33836,0,0,2,14.0,1270.0,2,0.0,0.5067929075236346,0.40924596895004817,3.959718214243399,1.0
33838,0,0,3,58.0,663.0,3,7.0,0.24176049106371705,0.3563665557155748,1.5785239565017233,0.0
33843,1,0,6,11.0,1372.0,2,-10.0,0.5726519266538678,0.3398192976879185,3.648999333226636,1.0
33845,0,0,2,37.0,1104.0,1,-3.0,0.37610909820315785,0.43543539116349866,3.2328709410180863,1.0
33846,1,0,2,9.0,940.0,2,-3.0,0.5284275934622079,0.3986581970287704,4.0382207923946325,0.0
33852,0,0,6,51.0,120.0,3,7.0,0.1845969907518213,0.2105962805822064,1.1424442768406418,0.0
33854,0,0,1,49.0,1522.0,3,0.0,0.28801214106344664,0.4670946409532445,2.847461096440838,1.0
33855,1,0,4,51.0,1186.0,1,-7.0,0.3099346729157402,0.3775341075662596,1.969206076798944,0.0
33861,0,0,1,53.0,93.0,3,14.0,0.19350142163128925,0.20200572026517605,1.670622816905008,1.0
33869,1,0,7,55.0,245.0,3,2.0,0.20033045065615487,0.23363085515446685,1.0464627355410359,1.0
33877,0,0,1,8.0,524.0,3,3.0,0.4829983156085955,0.4274164280800556,4.169324144217355,0.0
33881,0,0,1,64.0,1395.0,3,-3.0,0.2084938088048008,0.4279103234939151,1.7241935164543336,0.0
33885,0,0,1,1.0,732.0,3,-10.0,0.19989022772905726,0.7501218095440938,5.669343280121135,1.0
33890,0,0,1,61.0,1457.0,2,0.0,0.22384259174533674,0.4378264353004514,1.9641411175858343,0.0
33898,0,0,1,1.0,1468.0,2,3.0,0.2041640619426333,0.7504569200839593,5.667353866907065,1.0
33900,0,0,1,46.0,808.0,2,-10.0,0.2944677248045819,0.4651724604826444,3.0749212122629066,1.0
33902,1,0,7,77.0,602.0,1,7.0,0.14167395049770842,0.2298391734891552,-0.4817561635117029,1.0
33905,0,0,4,21.0,162.0,2,10.0,0.3930184910434091,0.3098738102937425,2.9137884325188463,1.0
33911,0,0,1,20.0,1226.0,2,-14.0,0.4430816127802817,0.4627878128812095,4.093591100590787,1.0
33916,1,0,7,23.0,210.0,1,18.0,0.4111162587956696,0.2926307070613016,2.7622436264135133,1.0
33917,0,0,2,2.0,119.0,1,18.0,0.3803676108950173,0.46938390539701597,4.346032238545912,0.0
33922,1,0,17,82.0,545.0,1,10.0,0.11723671895448687,0.16698545667820158,-1.2583044842616584,0.0
33924,1,0,3,45.0,292.0,2,-10.0,0.2614437876330433,0.31852121035772546,2.0980301286896923,1.0
33925,0,1,1,71.0,151.0,3,3.0,0.09106888194973167,0.21569034069691112,0.7483845599857878,1.0
33927,0,0,1,12.0,1492.0,2,10.0,0.485188398387892,0.4444717993655707,4.204412232646615,1.0
33943,0,0,3,75.0,588.0,2,-12.0,0.14482709867850013,0.2782402816332909,0.16429016634979599,1.0
33953,0,0,6,60.0,345.0,1,15.0,0.19363494466145206,0.25228331198571663,0.8826569514652951,0.0
33955,0,0,13,64.0,183.0,1,15.0,0.14079982958096346,0.16339264619378865,0.2346880127532741,0.0
33965,1,0,3,68.0,87.0,1,-3.0,0.12438367705452308,0.1264219208958974,0.7989962082669797,1.0
33971,1,0,5,28.0,1050.0,2,-7.0,0.4633591521935329,0.3767095421587513,3.2363740226503603,0.0
33976,1,0,6,46.0,291.0,2,0.0,0.2676922067394435,0.2813202694344524,1.7471777846836951,1.0
33978,0,0,4,46.0,120.0,3,7.0,0.20861645318123456,0.2423760346598003,1.5547773736086068,0.0
33991,1,1,1,71.0,600.0,1,-21.0,0.15399958304282824,0.3601584045038465,1.1590943303092829,1.0
33999,0,0,1,43.0,1631.0,1,0.0,0.3210640449760802,0.4731167954379741,3.190356619472069,1.0
34005,0,0,2,45.0,775.0,3,4.0,0.3185983799217756,0.4212963310100841,2.7648649089198614,0.0
34016,0,0,1,61.0,733.0,3,2.0,0.21092292061321186,0.42104658975559056,2.018986455323468,0.0
34023,1,0,9,79.0,166.0,3,2.0,0.07780973614612717,0.12422539678436105,-0.3802818814501409,0.0
34024,1,0,2,12.0,1433.0,1,0.0,0.5181433075592317,0.4038159514581001,3.9802260369758087,1.0
34033,0,0,1,29.0,1127.0,3,-10.0,0.3948194874906407,0.4752637435581003,3.863553620244351,1.0
34048,0,0,2,84.0,349.0,1,-6.0,0.08331689932347124,0.2037690400837273,-0.2061649050484016,0.0
34059,1,0,4,54.0,921.0,2,0.0,0.2859117008809017,0.3675351843949122,1.7629328045543584,1.0
34066,1,0,2,2.0,120.0,2,-4.0,0.2748481042066636,0.5834972362840999,4.747025321642743,1.0
34090,1,0,4,4.0,1291.0,2,14.0,0.44178481216969706,0.5124942917457639,4.702824255575835,1.0
34091,0,0,3,75.0,1229.0,1,-21.0,0.16560720408150978,0.3124758926995583,-0.007667986051150598,0.0
34102,0,0,1,66.0,1029.0,2,-21.0,0.19602332979326892,0.41924537846315996,1.6246780988539644,1.0
34105,1,0,21,81.0,475.0,3,21.0,0.11538767026173735,0.15427476444687846,-1.1955428191670336,0.0
34106,0,0,2,39.0,317.0,2,21.0,0.2963034628463673,0.36173627495884897,2.6604382842602154,1.0
34107,0,0,7,32.0,184.0,2,21.0,0.3357233544185992,0.2748417289790379,2.2774232242801333,0.0
34109,1,0,9,51.0,1387.0,1,7.0,0.32744689457489856,0.3276410062014409,1.464999555353474,1.0
34112,0,0,1,47.0,929.0,3,4.0,0.29327764340832024,0.46891151590757707,3.0368284798135594,0.0
34115,0,0,1,60.0,156.0,2,4.0,0.13227864705059875,0.26426077078323096,1.3624117766874309,1.0
34117,0,0,1,41.0,1727.0,2,7.0,0.33213369266842463,0.4732471938882191,3.2810484253492285,1.0
34119,1,0,3,73.0,1475.0,2,-10.0,0.1757701592852977,0.3193360080017356,0.10856448965657027,1.0
34125,0,0,1,17.0,120.0,2,-4.0,0.3620027009447983,0.3723765788272258,3.389784941738875,1.0
34137,0,0,4,8.0,1021.0,1,13.0,0.5673001151440961,0.3571106863476831,3.8392487859460616,0.0
34141,1,0,3,51.0,98.0,2,6.0,0.22250051351477332,0.17382551071630248,1.524584233810164,0.0
34145,0,0,11,25.0,288.0,1,17.0,0.4330830331131295,0.28520405303682195,2.6721294198975283,0.0
34172,1,0,4,46.0,223.0,3,6.0,0.24131013877796695,0.27954906903213744,1.7841938680658191,1.0
34175,0,0,2,72.0,1349.0,1,-3.0,0.1772932260504964,0.3501922895907493,0.5218211239306627,1.0
34178,1,0,2,2.0,444.0,2,-3.0,0.2991514584045463,0.6293293293631398,5.121018618885121,1.0
34183,0,0,1,53.0,1593.0,1,14.0,0.2662265834062557,0.4583897130386881,2.55599687199276,1.0
34189,0,0,1,71.0,327.0,2,9.0,0.12121347674944492,0.2856675551437942,0.963526701207237,1.0
34191,0,0,7,19.0,73.0,3,3.0,0.4799020719511644,0.18736626842224496,2.5792472736076,0.0
34207,0,0,10,80.0,1074.0,2,-1.0,0.14581364124538548,0.2248086619696034,-1.18305815588592,0.0
34211,1,0,3,17.0,182.0,3,8.0,0.4181123207987989,0.3314350645337369,3.1991633009144533,1.0
34217,0,0,1,26.0,970.0,3,0.0,0.4082981415156563,0.4712911595530124,3.9527947552783504,0.0
34222,0,0,17,87.0,1717.0,2,3.0,0.11307999310500498,0.16836444371129086,-2.289768195439233,0.0
34237,0,0,1,1.0,1319.0,1,0.0,0.20355868707402044,0.7513752022463419,5.675311496149564,1.0
34239,1,0,2,40.0,1074.0,3,7.0,0.3578697549271617,0.4343543693358385,3.0794729783047106,1.0
34240,1,0,10,37.0,1012.0,3,7.0,0.4261203599904277,0.33852635004907244,2.4827051401303226,0.0
34241,1,0,1,51.0,900.0,3,-7.0,0.2707294146399276,0.4608490733316669,2.781668385268845,0.0
34245,0,0,1,70.0,1718.0,1,0.0,0.17854361829902746,0.3984211478882226,1.0888645257166851,0.0
